area,title,link,employer_name,employer_link,employer_img,respond_link,salary
Новосибирск,Офис-менеджер,https://nn.hh.ru/vacancy/74783062,ООО Ат Строй Трест,https://nn.hh.ru/employer/4623412,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74783062&hhtmFrom=vacancy_search_list,от 50 000 руб.
Новосибирск,Фотограф,https://nn.hh.ru/vacancy/73468441,Новиков Алексей Владимирович,https://nn.hh.ru/employer/5508331,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73468441&hhtmFrom=vacancy_search_list,30 000 – 40 000 руб.
Новосибирск,Администратор Фитнес-клуба,https://nn.hh.ru/vacancy/74826993,ООО Фитнесс - клуб Европа,https://nn.hh.ru/employer/4503368,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74826993&hhtmFrom=vacancy_search_list,
Новосибирск,Няня-помощница/помощник,https://nn.hh.ru/vacancy/75167706,Частная школа для особенных детей Феникс,https://nn.hh.ru/employer/9091616,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=75167706&hhtmFrom=vacancy_search_list,от 25 000 руб.
Новосибирск,Водитель-экспедитор,https://nn.hh.ru/vacancy/73996680,ООО СЛТК,https://nn.hh.ru/employer/4751731,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73996680&hhtmFrom=vacancy_search_list,80 000 – 110 000 руб.
Новосибирск,Менеджер по работе с клиентами по натяжным потолкам,https://nn.hh.ru/vacancy/75054847,МирПотолков54,https://nn.hh.ru/employer/5054973,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=75054847&hhtmFrom=vacancy_search_list,50 000 – 60 000 руб.
Новосибирск,Администратор фитнес-клуба,https://nn.hh.ru/vacancy/74335921,Элит-Фитнес,https://nn.hh.ru/employer/4872754,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74335921&hhtmFrom=vacancy_search_list,20 000 – 20 000 руб.
Новосибирск,Воспитатель детей дошкольного возраста,https://nn.hh.ru/vacancy/74825150,ООО Семейный центр культуры и развития Наследие,https://nn.hh.ru/employer/2966515,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74825150&hhtmFrom=vacancy_search_list,от 40 000 руб.
Новосибирск,Флорист,https://nn.hh.ru/vacancy/73763371,AstraFlo,https://nn.hh.ru/employer/2566918,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73763371&hhtmFrom=vacancy_search_list,40 000 – 60 000 руб.
Новосибирск,Кальянный мастер,https://nn.hh.ru/vacancy/74692586,ДУША lounge bar,https://nn.hh.ru/employer/9172699,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74692586&hhtmFrom=vacancy_search_list,от 30 000 руб.
Новосибирск,Начальник отдела сопровождения,https://nn.hh.ru/vacancy/74829587,ООО Агроснабтехсервис,https://nn.hh.ru/employer/1653530,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74829587&hhtmFrom=vacancy_search_list,80 000 – 80 000 руб.
Новосибирск,Флорист,https://nn.hh.ru/vacancy/74141670,JustFlo,https://nn.hh.ru/employer/9056778,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74141670&hhtmFrom=vacancy_search_list,35 000 – 45 000 руб.
Новосибирск,Координатор (ассистент) на квиз,https://nn.hh.ru/vacancy/74171284,МАМАКВИЗ!,https://nn.hh.ru/employer/5636496,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74171284&hhtmFrom=vacancy_search_list,500 – 500 руб.
Новосибирск,Бухгалтер кассир в автосервис,https://nn.hh.ru/vacancy/74306134,M-Service,https://nn.hh.ru/employer/5706335,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74306134&hhtmFrom=vacancy_search_list,от 40 000 руб.
Новосибирск,Специалист по охране труда и промышленной безопасности,https://nn.hh.ru/vacancy/74847627,АО Опытный завод Нефтехим,https://nn.hh.ru/employer/555745,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74847627&hhtmFrom=vacancy_search_list,125 000 – 130 000 руб.
Новосибирск,Флорист,https://nn.hh.ru/vacancy/73919389,Moullin Rose,https://nn.hh.ru/employer/9427974,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73919389&hhtmFrom=vacancy_search_list,30 000 – 50 000 руб.
Новосибирск,Специалист со знанием английского языка,https://nn.hh.ru/vacancy/70559579,ООО Автоскан-Сибирь,https://nn.hh.ru/employer/5246449,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=70559579&hhtmFrom=vacancy_search_list,30 000 – 50 000 руб.
Новосибирск,Военнослужащий пограничных органов (в Новосибирскую область),https://nn.hh.ru/vacancy/70262889,ПУ ФСБ России по Новосибирской области,https://nn.hh.ru/employer/4842886,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=70262889&hhtmFrom=vacancy_search_list,45 000 – 47 000 руб.
Новосибирск,Приемщик заявок в Новосибирске (online),https://nn.hh.ru/vacancy/74205593,ИП Богомякова Жанна Николаевна,https://nn.hh.ru/employer/9441244,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74205593&hhtmFrom=vacancy_search_list,от 38 000 руб.
